Identifiant,Titre,Latitude,Longitude,Prix nuitee,Commune,Departement,Type de propriete,Id. type de logement,Type de logement,Capacite d'accueil,Nombre de salles de bain,Nombre de chambres,Nombre de lits,Type de lit,Cuisine,Internet,Television,Produits de base,Shampooing,Chauffage,Climatisation,Machine a laver,Seche-linge,Parking gratuit sur place,Internet sans fil,Television par cable,Petit dejeuner,Animaux acceptes,Pour familles/enfants,Adapte aux evenements,Logement fumeur,Acces handicapes,Ascenseur,Cheminee d'interieur,Interphone,Portier,Piscine,Jacuzzi,Salle de sport,Entree dans les lieux 24h/24,Cintres,Fer a repasser,Seche-cheveux,Espace de travail pour ordinateur,Detecteur de fumee,Detecteur de monoxyde,Kit de premiers secours,Fiche securite,Extincteur,Porte de la chambre avec verrou,Reduction a la semaine,Reduction au mois,Surcout par voyageur supplementaire,Frais de menage,Caution,Duree minimale du sejour,Animal sur place,Conditions d'annulation,Disponible
19051140,<!-- react-text: 236 -->Bel appartement en plein coeur du Marseille<!-- /react-text -->,43.3026372634678,5.36443192768178,65,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,1,,X,,X,X,,X,,X,,,X,,,,,,,,,,,,,,,,X,,X,,,,,X,,,0,0,0,0,0,2,,Strictes,True
"19053420,""<!-- react-text: 193 -->Appartement style &quot,loft&quot,<!-- /react-text -->"",43.2966740713818,5.39660798201707,45,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,,X,X,X,X,,X,X,X,,,X,X,,,X,,,,,,X,,,,,,X,X,X,,,,,,,,0,20,0,20,500,3,,Flexibles,True"
19054174,<!-- react-text: 236 -->Charmant deux pieces au ?? du boulevard Chave<!-- /react-text -->,43.2956154859945,5.39277890168545,36,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,X,,X,,,,,,,,X,X,,,,,,X,,,,,,X,,,,X,,,,,,8,15,0,15,0,1,,Moderees,True
19058488,<!-- react-text: 193 -->Voilier de 12 metres<!-- /react-text -->,43.3615911948386,5.30461475086924,90,MARSEILLE,13,Bateau,3,Logement entier,4,2,2,2,,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,X,,X,,0,0,50,50,1500,1,,Flexibles,True
19071167,<!-- react-text: 193 -->lovely appartement with terrace & ocean view<!-- /react-text -->,43.3634251530284,5.31124527219459,30,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,1,Canape convertible,X,,,X,,X,,X,,X,X,,,,X,,,,X,,,,,,,,X,,,X,X,X,,X,,,10,30,0,0,0,2,,Moderees,True
"19081233,""<!-- react-text: 236 -->Cosy Appartement pour 4, plein Coeur de Marseille!<!-- /react-text -->"",43.2987634658177,5.37770526181799,69,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,X,X,X,,X,,X,,,X,X,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,0,0,0,55,150,2,,Strictes,True"
19089327,<!-- react-text: 236 -->Appartement idealement situe<!-- /react-text -->,43.2799004866762,5.40590092158856,55,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,,X,,X,X,,X,X,X,,,X,X,,,X,X,,,X,,,,,,,,X,X,X,,X,,,,,,5,25,0,30,150,2,,Moderees,True
"19089580,""<!-- react-text: 193 -->Cabanon a l'Estaque, entre mer & oliviers + clim<!-- /react-text -->"",43.364704381226,5.30444152294744,45,MARSEILLE,13,,3,Logement entier,2,1,1,1,,X,,,X,,X,X,X,,X,X,,,,,,,,,,,,,,,,X,X,X,,X,,X,X,X,,10,20,0,0,0,2,,Moderees,True"
19092939,<!-- react-text: 198 -->Belle villa de 220m² avec piscine<!-- /react-text -->,43.3010368000573,5.50895042323579,220,MARSEILLE,13,Maison,3,Logement entier,8,2,4,6,,X,,X,,,,X,X,,X,X,,,,X,,,,,,,,X,,,,,,,,X,,,,,,0,17,0,80,3000,7,,Strictes,True
19093226,<!-- react-text: 236 -->appartement renove tres lumineux 50 m de la mer<!-- /react-text -->,43.232980757797,5.35387421393787,55,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,3,,X,,X,X,,,,X,,X,,,,,X,,,,,,,,,,,,X,X,X,X,X,,,X,,,5,20,0,0,0,2,,Moderees,True
19099970,<!-- react-text: 236 -->T5 Canebiere St Charles a deux pas VieuxPort<!-- /react-text -->,43.2990440916802,5.38241907351407,161,MARSEILLE,13,Appartement,3,Logement entier,14,1,5,7,,X,,,X,,X,,X,X,,X,,X,,X,,,,,,,,,,,,X,,,X,,,,,,,24,0,0,50,1000,1,,Flexibles,True
19106951,<!-- react-text: 236 -->Jolie T2 Avenue Cantini MARSEILLE<!-- /react-text -->,43.2773335970784,5.39620773453398,50,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,X,,X,,X,,,,,,,X,,,,X,,,,,,,,X,X,X,X,X,,,,,,16,0,5,10,200,2,,Flexibles,True
19108720,<!-- react-text: 236 -->Petit cocon au cœur de Marseille<!-- /react-text -->,43.2879619908502,5.3628238303203,36,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,,Flexibles,True
19109402,<!-- react-text: 236 -->le Chapitre de Lolo .<!-- /react-text -->,43.3005489896749,5.38160374976736,80,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,3,,X,,,X,,X,,X,,,X,,,,X,,,,,,,,,,,,X,X,,,X,,,,,,10,0,10,30,0,3,,Moderees,True
19109476,<!-- react-text: 236 -->Appartement t2 50 m2 vieux port<!-- /react-text -->,43.2949801166299,5.37652317679199,55,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,1,,X,,X,X,,X,,X,,,X,,,,X,,,,,,,,,,,,X,X,X,,X,,,,,,0,0,0,50,500,7,,Flexibles,True
"19109613,""<!-- react-text: 193 -->Oasis d'exception entre Ville, Mer et Calanques!<!-- /react-text -->"",43.2481903896835,5.37967208712899,499,MARSEILLE,13,,3,Logement entier,8,3,3,6,,X,X,X,X,,X,X,X,X,,X,X,X,,,,,,,,,,X,X,,,X,X,X,X,X,X,,,,,5,0,0,120,500,7,,Strictes,False"
19110861,<!-- react-text: 193 -->appartement contemporain 200 m de la mer<!-- /react-text -->,43.2531248674381,5.38358283429362,125,MARSEILLE,13,Appartement en residence,3,Logement entier,6,2,3,3,,X,,X,X,,,X,X,,X,X,,,,X,,,,X,,,,,,,,X,X,X,,X,,,X,,,0,30,0,40,2000,7,,Strictes,True
19111771,<!-- react-text: 236 -->Appartement T2 dans Residence standing securise<!-- /react-text -->,43.2956865932269,5.43056447946362,70,MARSEILLE,13,Appartement en residence,3,Logement entier,1,1,1,1,,X,,X,X,,X,,X,,X,X,,,,X,,,,X,,,,,,,,X,,,,X,,,,X,,10,20,0,40,1500,5,,Flexibles,True
19117832,<!-- react-text: 236 -->T2 avec Terrasse relax<!-- /react-text -->,43.2953880232349,5.39077566454662,24,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,1,,X,,,X,,X,,X,,,X,,,,X,,,,,,,,,,,,,,,,X,,,,,,0,10,10,0,150,15,,Flexibles,True
19117880,Moulin renove par architecte au coeur du Panier,43.2985852109526,5.36677727819556,275,MARSEILLE,13,Maison de ville,3,Logement entier,7,1,4,4,,X,,X,X,,X,,X,X,X,X,,,,X,,,,,,,,,,,,,X,X,,,,,,,,0,0,10,80,4467,5,,Strictes,False
19131445,<!-- react-text: 236 -->1 CHAMBRE MEUBLEE dans appartement lumineux<!-- /react-text -->,43.2981194698972,5.39031409872947,23,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,1,,X,,,X,,,,X,,,X,,X,,,,,,,,,,,,,,X,X,X,X,X,,X,,,,10,30,10,15,0,2,,Flexibles,True
19133243,<!-- react-text: 193 -->Superbe Vue Mer/Golf Proche Plages et Restaurants<!-- /react-text -->,43.2541396840764,5.38035073920883,206,MARSEILLE,13,Appartement,3,Logement entier,6,2,3,4,,X,,X,X,,X,X,X,X,X,X,,,,X,,,,X,,,,,,,,X,X,X,X,X,X,,,,,0,0,0,130,1000,2,,Moderees,True
"19137356,""<!-- react-text: 236 -->PROMO Studio confortable - Vieux port, lumineux<!-- /react-text -->"",43.2948004452595,5.37409251173903,45,MARSEILLE,13,Loft,3,Logement entier,3,15,1,2,,X,,X,X,,X,,X,,,X,,,,X,,,,,,,,,,,,X,X,X,,X,,X,X,,,15,35,0,20,150,2,,Flexibles,True"
19138451,<!-- react-text: 193 -->W060 - Studio avec jardin quartier Pointe Rouge<!-- /react-text -->,43.2444960731302,5.37657012602079,100,MARSEILLE,13,Appartement,3,Logement entier,5,1,1,3,,X,X,X,X,,X,,X,,,X,,,,X,,,,,,,,,,,,X,X,X,,X,,,,,,0,0,0,72,300,2,,Strictes,True
19139418,<!-- react-text: 193 -->Bel appartement ancien centre ville<!-- /react-text -->,43.2838395075898,5.37849259263149,60,MARSEILLE,13,Appartement,3,Logement entier,3,2,2,2,,X,,X,X,,X,,X,,,,,,,X,,,,,,,,,,,,X,X,X,,,,,,,,10,20,12,25,300,2,,Moderees,True
19145262,<!-- react-text: 236 -->Tres joli T3 de 97 m2 au coeur du Roucas blanc !<!-- /react-text -->,43.2817156656177,5.37179496324018,69,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,2,,X,,X,X,,X,,X,,,X,,,,X,,,,X,,,,,,,,X,,X,,X,,X,,,,10,10,0,30,350,3,,Moderees,True
19148019,<!-- react-text: 193 -->Appartement sur jardin Endoume/Saint-Victor<!-- /react-text -->,43.2877943202737,5.36589937635746,50,MARSEILLE,13,Maison,3,Logement entier,3,1,1,2,,X,,X,X,,X,X,X,,,X,,,,X,,,,,,,,,,,,X,,,,X,,,X,,,0,30,0,30,300,4,,Strictes,True
19148105,<!-- react-text: 236 -->Marseille Endoume - entre mer et ville<!-- /react-text -->,43.2871223984917,5.36547025691292,55,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,1,,X,,X,,,,,X,,,X,,X,,X,,,,,,,,,,,,,,,X,X,,,X,,,0,0,0,0,250,1,,Flexibles,True
19150976,<!-- react-text: 193 -->T3 Plage Borely Parking Calanque Commerces<!-- /react-text -->,43.2522610239638,5.38304214761994,90,MARSEILLE,13,Appartement,3,Logement entier,6,1,2,4,,X,X,X,X,,X,,X,X,X,X,,X,X,X,X,,,,,,,,,,,X,X,X,X,X,X,,,,,10,49,6,35,300,2,,Strictes,True
19152001,<!-- react-text: 193 -->Les marches de Saint-Charles - 100m2<!-- /react-text -->,43.3024832048274,5.37929396209692,130,MARSEILLE,13,Appartement,3,Logement entier,8,25,3,4,,X,,X,X,,,,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,,,,,,20,20,10,40,350,3,,Strictes,True
19152062,<!-- react-text: 193 -->Studio climatise quartier historique de Marseille<!-- /react-text -->,43.2973719143567,5.37136213472984,40,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,,X,,,X,,,,X,,,,,,,X,X,,,X,,,,,,,,X,,X,X,,,,,,,0,0,0,0,200,5,,Flexibles,True
"19154374,""<!-- react-text: 236 -->Joli T1 33m2 tout equipe, dans quartier calme<!-- /react-text -->"",43.2868033275913,5.39357048613135,33,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,2,,X,,,X,,X,,,,,X,X,,,X,,,,,,X,,,,,,X,X,X,X,X,,,X,,,5,15,0,0,150,3,,Strictes,True"
19155384,<!-- react-text: 193 -->Appartement T2- Marseille Village Montolivet<!-- /react-text -->,43.3175265190733,5.42535236342891,30,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,3,,X,,,X,,X,X,X,,X,,,X,X,X,,,,,,,,,,,,X,,,X,X,,,,X,,15,30,7,0,0,3,,Flexibles,True
19158437,<!-- react-text: 193 -->Atelier d'artiste avec grande terrasse<!-- /react-text -->,43.2756658611341,5.37713803132679,49,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,,X,,X,X,,X,,X,X,X,X,,,,X,,,,X,,,,,,,,X,,X,X,,,,,,,0,0,0,30,500,2,,Strictes,True
19164396,Magnifique Duplex Design 50m2 Friche&Centre-Ville,43.3147650882587,5.38482710430293,39,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,X,,X,,X,,,X,,,,X,,,,,,,,,,,,,X,X,X,X,,,,,,0,0,5,15,0,1,,Flexibles,True
19168843,<!-- react-text: 236 -->Duplex terasse vue mer plein sud. Seaview Endoume<!-- /react-text -->,43.2847105618444,5.35341192051373,69,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,X,,X,,X,,,X,,,,X,,,,,,,,,,,,,X,X,X,,,,,,,0,0,10,0,250,2,,Moderees,True
19170688,<!-- react-text: 193 -->Grand T2 luxueux Marseille Prado<!-- /react-text -->,43.2803698576856,5.38640432107187,70,MARSEILLE,13,Appartement,3,Logement entier,3,15,1,2,,X,,X,,,X,,X,,,X,,,,,,,,X,,,,,,,,X,X,X,,X,,,X,,,0,0,0,20,200,3,,Strictes,True
19174972,<!-- react-text: 236 -->Duplex De Charme Avec Jardin Au Coeur De Perier<!-- /react-text -->,43.2815494898868,5.38447425552416,185,MARSEILLE,13,Appartement,3,Logement entier,8,2,3,5,,,,X,X,,X,,X,,X,X,,,,X,,,,,X,,,,,,,X,X,X,,X,X,,,,,0,0,0,100,1000,3,,Strictes,True
19183941,<!-- react-text: 193 -->villa les medecins<!-- /react-text -->,43.3575793940475,5.45519708655451,500,MARSEILLE,13,Maison,3,Logement entier,8,5,4,4,,X,,X,X,,X,X,X,X,X,X,,,X,X,,,,,X,,,X,X,,,X,X,X,X,X,,,,,,10,10,0,100,2000,2,,Moderees,True
"19187119,""<!-- react-text: 193 -->Appart T2 Marseille centre, Lodi/Castellane/Baille<!-- /react-text -->"",43.2877871881989,5.38860585221001,43,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,2,,X,,X,X,,X,,X,,,X,X,,,X,,,,,,X,,,,,,,X,X,,X,,,,,,0,0,0,15,0,2,,Moderees,True"
19216670,<!-- react-text: 236 -->Appt ensoleille avec balcon proche de la Plaine<!-- /react-text -->,43.28887440375,5.39013270787861,26,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,,,,,,,X,,,X,,,,,,,,,,,,,,,,,X,,,,,,9,20,15,0,0,7,,Flexibles,True
"19216942,""<!-- react-text: 236 -->T3/4 duplex + terrasse, proche centre et plages<!-- /react-text -->"",43.2789535582925,5.38802600755471,95,MARSEILLE,13,Appartement,3,Logement entier,4,25,2,2,,X,,X,X,,X,,X,,,X,,X,,X,,,,,,,,,,,,,X,X,,,,,X,,,0,0,0,0,0,2,,Flexibles,True"
19222785,<!-- react-text: 193 -->Nid douillet marseillais (immeuble classe)<!-- /react-text -->,43.2937308179652,5.37268418687484,59,MARSEILLE,13,Appartement,3,Logement entier,6,1,1,3,,X,,X,X,,X,,X,X,,X,,X,,X,,,,,,,,,,,,X,,,X,X,,,X,,,15,25,15,20,250,2,,Moderees,True
19225323,<!-- react-text: 193 -->Estaque Port<!-- /react-text -->,43.36178610312,5.31288590915213,35,MARSEILLE,13,Maison,3,Logement entier,4,1,1,2,,X,,,X,,X,,X,X,,,,X,X,X,,,,,,,,,,,,X,,X,,X,,X,,,,19,0,0,10,0,6,,Strictes,True
19225789,<!-- react-text: 236 -->Appartement calme T4 quartier sud<!-- /react-text -->,43.2518588861647,5.39683075620097,75,MARSEILLE,13,Appartement,3,Logement entier,6,3,3,3,,X,,X,X,,X,,X,X,X,X,,,,X,,,,,,X,,,,,,X,X,X,X,X,,,,,,15,20,5,40,200,2,,Strictes,True
19230173,<!-- react-text: 193 -->Magnifique villa de vacances avec piscine 250m2<!-- /react-text -->,43.2683949079302,5.3771118791199,860,MARSEILLE,13,Maison de ville,3,Logement entier,8,3,4,4,,X,,X,X,,X,X,X,X,X,X,,X,X,X,,,,,X,,,X,,,,X,X,X,X,,,,,,,0,0,0,0,0,7,,Flexibles,True
19231875,<!-- react-text: 236 -->Mon petit pied a terre place jean jaures<!-- /react-text -->,43.2936175218934,5.38804396956923,32,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,,,X,,,,,,,,,X,,,,,,X,,,,,,X,,,X,X,,,,,,5,35,10,0,200,6,,Flexibles,True
"19238922,""<!-- react-text: 236 -->Tres coquette maison de ville,24 m2 toit terrasse<!-- /react-text -->"",43.2565322182258,5.39123514359246,115,MARSEILLE,13,Maison,3,Logement entier,6,1,3,3,,X,,X,X,,X,,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,,X,,,X,,,0,30,0,90,800,3,,Flexibles,True"
19238970,<!-- react-text: 193 -->Villa avec piscine proche Stade et Calanques<!-- /react-text -->,43.2608187452183,5.41556175051355,290,MARSEILLE,13,Villa,3,Logement entier,10,4,4,10,,X,,X,X,,X,,X,,X,X,X,,,X,,,X,,X,X,,X,,,,X,X,,X,,,,X,,,0,25,10,80,1000,2,Cat(s),Moderees,True
19240794,<!-- react-text: 236 -->Grand appartement plein sud<!-- /react-text -->,43.2549215862986,5.41192673074715,65,MARSEILLE,13,Appartement,3,Logement entier,6,1,2,3,,X,,X,X,,X,X,X,X,X,X,X,X,,X,,,,,,X,,,,,,X,X,,,X,,,,,,20,40,0,0,0,3,,Flexibles,True
19245046,<!-- react-text: 198 -->La Cigaliere<!-- /react-text -->,43.2989550224693,5.52687974662229,370,MARSEILLE,13,Maison,3,Logement entier,10,25,4,6,,X,,X,X,,X,X,X,X,X,X,,,,X,X,,,,X,,,X,,,,X,,,,,,,,,,0,0,0,80,0,7,,Strictes,True
19245220,<!-- react-text: 193 -->Charme typique et situation d'exception<!-- /react-text -->,43.2986264534187,5.36570309450703,45,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,,X,,X,X,,X,,X,,,X,,,X,X,,,,,,,,,,,,X,X,,X,X,,,,,,0,0,0,15,0,2,,Moderees,True
19253055,<!-- react-text: 198 -->Supprimer cette annonce<!-- /react-text -->,43.1839255484527,5.71702277581793,85,MARSEILLE,13,Loft,3,Logement entier,4,1,2,3,,X,,X,X,,X,X,X,,X,X,,,,X,X,,,,,,,,,,,X,X,X,,X,,,,,,0,0,0,50,200,1,,Flexibles,False
"19257362,""<!-- react-text: 236 -->5mn a pied de la plage, charmant 2 pieces<!-- /react-text -->"",43.2904161696816,5.3630746466613,41,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,2,,X,,X,,,,,,,,,,,,X,,,,,,,,,,,,X,X,,X,X,,,,,,0,10,0,0,0,7,,Flexibles,True"
19263287,<!-- react-text: 236 -->Studio residence calme a 2 pas des plages<!-- /react-text -->,43.2389311949744,5.38446494785207,40,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,,X,X,X,,X,X,,X,,X,,,,,,X,,,,,,X,X,X,X,X,,,,,,0,0,0,30,0,1,,Flexibles,True
"19267971,""<!-- react-text: 193 -->Appartement Roucas Blanc, vue mer, parking<!-- /react-text -->"",43.2811366492988,5.3631791988477,120,MARSEILLE,13,Appartement,3,Logement entier,5,1,3,4,,X,,X,X,,X,,X,,X,X,X,,,X,,,,,,,,,,,,X,X,X,,,,,,,,15,0,0,50,1000,1,,Strictes,True"
19270533,<!-- react-text: 236 -->Agreable T3 quartier Chave<!-- /react-text -->,43.2952822685918,5.39642333870673,75,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,2,,X,,X,X,,X,X,X,,,X,X,,,X,X,,,,,X,,,,,,X,X,X,,,,,,,,10,0,0,10,300,2,,Flexibles,True
19276792,<!-- react-text: 236 -->Appartement en ville au calme avec jardin<!-- /react-text -->,43.3087756621984,5.41379266215211,65,MARSEILLE,13,Appartement,3,Logement entier,6,1,3,3,,X,,X,X,,X,,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,X,X,,,X,X,,10,10,0,40,400,2,,Flexibles,True
19278349,<!-- react-text: 193 -->T2 tout equipe et idealement situe pour profiter<!-- /react-text -->,43.2870271465763,5.35903225923398,50,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,,X,,X,X,,X,,X,,,X,,,,,,,,,,,,,,,,,X,X,,,,,,,,0,0,0,15,500,2,,Strictes,True
19281700,Appartement plein de charme a Mazargues,43.2471018935844,5.40385795237733,130,MARSEILLE,13,Appartement,3,Logement entier,4,2,3,4,,X,,X,X,,X,X,X,X,X,X,,X,,X,,,,,X,,,,,,,X,X,X,X,X,,,X,,,0,0,0,60,400,5,,Flexibles,True
19289231,<!-- react-text: 193 -->Studio Prado plage tres agreable<!-- /react-text -->,43.2649747852491,5.374169050248,39,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Canape convertible,X,,X,,,X,,X,,,X,,,,,,,,X,,,,,,,,X,X,,,X,,,X,,,10,40,0,13,430,2,,Strictes,True
19300070,<!-- react-text: 193 -->Duplex jardin proche plages et centre<!-- /react-text -->,43.2786578925214,5.37923493265753,170,MARSEILLE,13,Appartement,3,Logement entier,6,2,4,4,,X,,X,X,,,,X,X,X,X,,,,X,,,,,,,,,,,,X,X,X,,X,,,X,,,0,35,0,50,1300,6,,Strictes,True
19305578,T2 cosy proche hopitaux Timone & Conception,43.2913295497168,5.39925687988381,45,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,X,,X,X,X,,,X,,X,,X,,,,,,,,,,,,X,,X,,X,,,X,,,0,0,0,30,300,2,,Flexibles,True
19306729,Beautiful Apartment 40m2,43.302439296583,5.39190473545165,40,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,,,X,,X,,X,,,,,,,X,,,,,,,,,,,,X,,X,X,,,,,X,,0,0,10,20,100,1,,Flexibles,True
19311435,Villa 90m² + Terrasse/Jardin/Piscine 100m²,43.2657102501463,5.40450368374307,100,MARSEILLE,13,Villa,2,Chambre privee,4,1,2,2,,X,,X,X,,,,X,X,X,X,,,,X,,,,,X,,,X,,,,,X,X,X,,,,,,,0,0,0,0,0,1,,Flexibles,True
19313469,Appartement tres moderne,43.3019850294359,5.39450560673579,80,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,Vrai lit,X,,X,X,,X,,X,,,X,,,,X,,,,X,,X,X,,,,,X,X,,,X,,X,,X,,0,0,0,0,0,1,,Flexibles,True
19317487,<!-- react-text: 193 -->Chambre privee au coeur de Marseille<!-- /react-text -->,43.2968801212783,5.38802196204048,23,MARSEILLE,13,Appartement,2,Chambre privee,1,1,1,1,,X,,X,X,,X,,,,,X,,X,,,,,,,,,,,,,,X,,,X,X,X,,X,,,0,0,0,10,0,2,,Flexibles,True
19319979,Flat in the heart of marseille,43.2934757583974,5.37811469613794,98,MARSEILLE,13,Appartement,3,Logement entier,4,2,2,2,,X,,X,X,,X,X,X,,,X,,,X,X,,,,,,X,,,,,,X,X,X,X,X,,,,,,0,0,0,30,200,6,,Flexibles,True
19319991,Appartement typique marseillais tres bien situe,43.297488574753,5.38942725362723,40,MARSEILLE,13,Appartement,3,Logement entier,5,1,2,1,,X,,X,X,,X,,X,,,X,,,X,X,,,,,,,,,,,,,,X,X,,,,,,,0,0,0,0,0,6,,Flexibles,True
19321371,<!-- react-text: 193 -->Joli T4 meuble<!-- /react-text -->,43.262334601722,5.39795841504458,70,MARSEILLE,13,Appartement,3,Logement entier,6,1,3,3,,X,,X,X,,X,,X,,X,X,,,,X,,,,X,,,,,,,,X,X,,X,X,,,,,,0,0,10,15,100,2,,Flexibles,True
19322798,Bel appartement madrague Montredon 50m de la mer,43.2325790027709,5.35547993479796,60,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,X,,X,,,,X,,X,,,X,,,,,,,,,,,,X,,,,,,,,,,0,0,0,0,0,1,,Flexibles,True
19323360,<!-- react-text: 235 -->Beau Studio Meuble au coeur de Marseille<!-- /react-text -->,43.3028821791705,5.3793982891185,35,MARSEILLE,13,Appartement,3,Logement entier,1,1,1,1,Vrai lit,X,,,X,,X,,X,,,X,,X,,X,,,X,X,,,,,,X,,X,,,X,X,X,,,,,10,10,0,5,400,1,,Flexibles,True
19326311,<!-- react-text: 236 -->JOLI T2  PALAIS LONGCHAMP.<!-- /react-text -->,43.3067721151573,5.39629502837634,60,MARSEILLE,13,Appartement,3,Logement entier,3,15,2,2,,X,,X,X,,X,,X,,X,X,,X,,X,,,,X,,,,,,,,X,X,X,X,,,,,,,0,0,0,0,0,2,,Flexibles,True
"19328123,""<!-- react-text: 193 -->Standing, clim, piscine, proche mer<!-- /react-text -->"",43.2747208084273,5.39007681140772,129,MARSEILLE,13,Appartement en residence,3,Logement entier,3,1,1,2,,X,,X,X,,X,X,X,X,X,X,,,,X,,,,X,,,,X,,,,X,,X,,X,,,,,,0,0,0,25,800,2,,Flexibles,True"
19328416,<!-- react-text: 229 -->Chambre sur Marseille<!-- /react-text -->,43.2857638548818,5.39087914743825,40,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,1,,,,,X,,X,,,,,X,,,,,,,,,,,,,,,,X,X,X,,X,,,,,,0,0,0,0,0,1,,Moderees,True
19329804,<!-- react-text: 193 -->Beau T2  45 m2 pour 4 personnes face aux plages<!-- /react-text -->,43.2528932923544,5.37591240055044,110,MARSEILLE,13,Appartement en residence,3,Logement entier,4,15,1,1,,X,X,X,X,,X,X,X,,X,X,,,,X,,,,X,,X,,,,,,X,X,,X,X,,,,,,20,20,0,30,800,1,,Flexibles,True
"19329916,""Un canape au coeur du Cours Julien, joli T2 60m2"",43.2925491890435,5.38349061344182,22,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,1,,X,,X,X,,X,,X,,,X,,X,,,,,,,,,,,,,,,X,X,X,X,X,X,,,,0,0,0,0,0,1,,Flexibles,True"
19330369,<!-- react-text: 193 -->Maison 100M2 avec piscine<!-- /react-text -->,43.2817163768172,5.44119798373187,94,MARSEILLE,13,Maison,3,Logement entier,4,1,2,2,,X,,X,X,,X,X,,,,X,,,,X,,,,,,,,X,,,,X,X,,,,,,,,,0,0,0,40,450,1,,Strictes,True
19332085,<!-- react-text: 193 -->Cosy Apartment - Pavillon 4<!-- /react-text -->,43.2960796771059,5.37699144916356,38,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,,X,,X,X,,X,,X,,,,,,,X,,,,,,,,,,,,X,X,X,X,X,,,,,,0,0,5,35,200,2,,Flexibles,True
19335742,<!-- react-text: 236 -->Detente mer et ville<!-- /react-text -->,43.2911287456957,5.36709105663132,56,MARSEILLE,13,Appartement,3,Logement entier,5,1,2,3,,X,,,X,,X,,X,,,X,,,,X,,,,X,,,,,,,,,X,X,X,,,,,,,16,16,10,20,0,2,,Flexibles,True
19337839,<!-- react-text: 186 -->Appartement au Cœur de Marseille.Terrasse au calme<!-- /react-text -->,43.2981954332028,5.38519853349502,30,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,2,,X,,,X,,X,,,,,X,,X,X,X,,,,,,,,,,,,X,X,,X,,,X,,,,0,0,0,0,0,6,Some pet(s),Moderees,True
19339035,Spacieux appartement renove,43.2874372629571,5.38129650978403,90,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,,X,X,X,,,X,X,,,X,,,,,,X,,,,,,X,X,X,,X,,,,,,0,0,0,40,0,2,,Flexibles,True
"19340558,""<!-- react-text: 236 -->Loft Duplex 160m2, plein centre, Terrasse, Jacuzzi<!-- /react-text -->"",43.2840472725705,5.37813677726954,180,MARSEILLE,13,Loft,3,Logement entier,7,2,3,5,,X,,X,X,,X,X,X,,X,X,,,,X,,,,,,,,,X,,,X,X,X,,,,,,,,10,0,0,0,0,3,,Flexibles,True"
